business_id,transaction_id,transaction_type,trans_time_stamp,metro_location,trans_amount,avail_credit,account_age,income_bracket,industry,is_fraud
525,8895,Utilities,2024-06-23 20:28:03.615251,Austin–Round Rock–San Marcos,218.57487590593317,10374.659340242288,227,0 - 250k,"Finance, Insurance, And Real Estate",1
226,6955,Vendor Payments,2024-02-18 20:28:03.612257,Los Angeles–Long Beach–Anaheim,1262.0970870573708,39212.3502020466,250,0 - 250k,"Finance, Insurance, And Real Estate",0
15,1243,Rent,2022-11-04 20:28:03.601871,Austin–Round Rock–San Marcos,468.6635839320159,38253.11988557496,241,0 - 250k,Retail Trade,0
455,5167,Payroll,2024-06-06 20:28:03.609105,New York–Newark–Jersey City,312.2099952748005,13016.929194950444,116,500k - 1m,Wholesale Trade,1
800,3313,Utilities,2024-08-26 20:28:03.605636,Dallas–Fort Worth–Arlington,315.4152894239026,38126.46261251931,657,500k - 1m,Construction,0
285,7809,Rent,2022-11-01 20:28:03.613572,Chicago–Naperville–Elgin,582.2098110543499,29141.122775287735,148,less than 0,Wholesale Trade,0
405,1176,Rent,2022-11-23 20:28:03.601758,Los Angeles–Long Beach–Anaheim,1151.5371631045687,7778.403038268433,69,1m +,Wholesale Trade,0
205,3911,Vendor Payments,2024-06-02 20:28:03.606667,Austin–Round Rock–San Marcos,1066.442004616263,18929.077225604713,87,less than 0,"Finance, Insurance, And Real Estate",0
255,4355,Vendor Payments,2023-05-30 20:28:03.607681,New York–Newark–Jersey City,388.05989647920836,24605.8378095666,334,250k - 500k,Construction,1
438,4395,Payroll,2024-07-07 20:28:03.607748,Austin–Round Rock–San Marcos,296.4382196070332,31693.626315323818,136,1m +,"Finance, Insurance, And Real Estate",1
288,7886,Office Supplies,2024-07-22 20:28:03.613690,Chicago–Naperville–Elgin,1541.0650940762914,33295.716650413044,495,less than 0,"Agriculture, Forestry, And Fishing",0
75,1825,Client Expenses,2023-01-17 20:28:03.602885,Dallas–Fort Worth–Arlington,726.4058895533099,5132.649100590519,88,0 - 250k,"Finance, Insurance, And Real Estate",0
262,4443,Utilities,2024-07-05 20:28:03.607832,New York–Newark–Jersey City,860.4001934853152,62.50637592498109,13,1m +,"Finance, Insurance, And Real Estate",1
195,8054,Office Supplies,2022-12-25 20:28:03.613954,Dallas–Fort Worth–Arlington,1042.5324771248877,45704.8638647348,444,500k - 1m,Retail Trade,0
245,5464,Vendor Payments,2024-07-26 20:28:03.609616,Los Angeles–Long Beach–Anaheim,760.1858914916371,1337.9453246364526,125,0 - 250k,"Agriculture, Forestry, And Fishing",0
322,7986,Payroll,2023-04-02 20:28:03.613843,Los Angeles–Long Beach–Anaheim,877.6802654323068,2017.2879366183893,34,0 - 250k,"Agriculture, Forestry, And Fishing",0
920,1391,Vendor Payments,2023-05-17 20:28:03.602141,Austin–Round Rock–San Marcos,1074.9763056683832,4942.47646333063,47,1m +,"Finance, Insurance, And Real Estate",0
596,9966,Rent,2024-09-24 20:28:03.616908,Chicago–Naperville–Elgin,148.63182767183525,886.9370454292535,105,500k - 1m,Wholesale Trade,0
724,9697,Client Expenses,2023-08-15 20:28:03.616492,Los Angeles–Long Beach–Anaheim,1324.6611046080457,15728.583034854782,601,250k - 500k,Retail Trade,0
814,6609,Vendor Payments,2022-10-27 20:28:03.611705,Los Angeles–Long Beach–Anaheim,810.7040680443475,38033.34721744114,12,1m +,"Agriculture, Forestry, And Fishing",0
108,2040,Payroll,2023-05-02 20:28:03.603299,Austin–Round Rock–San Marcos,1500.0681958938078,4953.846867231359,200,less than 0,Wholesale Trade,0
685,3795,Client Expenses,2023-05-03 20:28:03.606473,Austin–Round Rock–San Marcos,1975.9047364131295,5005.727232800878,371,250k - 500k,"Agriculture, Forestry, And Fishing",0
53,121,Rent,2023-03-08 20:28:03.599709,Los Angeles–Long Beach–Anaheim,344.52962871157644,12869.89895401926,226,1m +,Retail Trade,0
988,691,Client Expenses,2024-02-21 20:28:03.600897,New York–Newark–Jersey City,628.5401964418451,37171.80458888146,163,0 - 250k,Retail Trade,1
874,5604,Payroll,2023-02-27 20:28:03.609853,Austin–Round Rock–San Marcos,184.76981399248825,29699.78439133164,221,500k - 1m,Wholesale Trade,1
408,9665,Rent,2024-07-09 20:28:03.616443,Austin–Round Rock–San Marcos,719.035384245081,15664.61265798278,266,less than 0,"Finance, Insurance, And Real Estate",0
571,6745,Utilities,2023-07-09 20:28:03.611918,Los Angeles–Long Beach–Anaheim,189.12195053493596,39464.08910260512,345,500k - 1m,Retail Trade,0
211,3781,Payroll,2023-03-23 20:28:03.606449,New York–Newark–Jersey City,1056.1428234736097,47224.6023052525,560,500k - 1m,Construction,1
490,6123,Vendor Payments,2023-04-29 20:28:03.610926,Los Angeles–Long Beach–Anaheim,406.4151865208623,47510.68036972634,713,250k - 500k,Retail Trade,0
845,3497,Client Expenses,2023-03-07 20:28:03.605971,Austin–Round Rock–San Marcos,1080.186842195429,48391.89025510568,593,250k - 500k,Wholesale Trade,0
264,575,Rent,2022-11-28 20:28:03.600673,Los Angeles–Long Beach–Anaheim,1351.6297328321841,49071.40402400482,689,less than 0,"Finance, Insurance, And Real Estate",0
341,6049,Client Expenses,2023-07-31 20:28:03.610814,Dallas–Fort Worth–Arlington,847.1547711634411,31549.243260373267,317,250k - 500k,"Finance, Insurance, And Real Estate",0
524,4129,Client Expenses,2023-03-03 20:28:03.607055,Dallas–Fort Worth–Arlington,900.5972524874935,11706.282045928967,401,500k - 1m,"Agriculture, Forestry, And Fishing",0
762,4796,Payroll,2023-10-01 20:28:03.608456,Austin–Round Rock–San Marcos,552.1438247317266,39385.94715674828,193,250k - 500k,Wholesale Trade,1
825,1081,Utilities,2024-10-01 20:28:03.601598,Los Angeles–Long Beach–Anaheim,667.5495845391313,41461.584637487504,541,less than 0,Retail Trade,0
884,314,Vendor Payments,2023-12-04 20:28:03.600167,New York–Newark–Jersey City,1284.1142934748132,31589.781040238664,202,1m +,Construction,0
495,8085,Vendor Payments,2024-08-25 20:28:03.614002,New York–Newark–Jersey City,56.329988033532175,45872.51173948734,291,500k - 1m,Wholesale Trade,1
862,9999,Client Expenses,2023-03-17 20:28:03.616966,Los Angeles–Long Beach–Anaheim,1548.3867522549795,32911.90771956216,690,less than 0,Construction,0
533,3924,Client Expenses,2023-11-02 20:28:03.606688,Austin–Round Rock–San Marcos,611.5736279792203,9951.264971651364,168,250k - 500k,Construction,0
408,955,Client Expenses,2023-07-07 20:28:03.601385,New York–Newark–Jersey City,1402.7397234652292,5318.337026134923,135,less than 0,"Finance, Insurance, And Real Estate",1
144,321,Office Supplies,2024-08-05 20:28:03.600180,Los Angeles–Long Beach–Anaheim,1906.1355725409167,38658.948912932756,406,0 - 250k,Construction,0
166,2516,Utilities,2024-03-04 20:28:03.604177,Chicago–Naperville–Elgin,989.0391259405689,40010.509143796866,576,250k - 500k,Retail Trade,0
997,2104,Office Supplies,2023-10-21 20:28:03.603463,Austin–Round Rock–San Marcos,1179.1685755067008,49689.689831856085,227,1m +,Construction,0
526,2010,Rent,2023-06-22 20:28:03.603215,New York–Newark–Jersey City,1726.147997181147,18586.149895302195,505,250k - 500k,"Agriculture, Forestry, And Fishing",1
336,687,Client Expenses,2023-03-23 20:28:03.600889,Los Angeles–Long Beach–Anaheim,1149.9097711057125,21628.726094694157,16,500k - 1m,Construction,0
768,6679,Utilities,2023-08-27 20:28:03.611817,Los Angeles–Long Beach–Anaheim,1468.546267751733,22283.38654757435,518,250k - 500k,"Finance, Insurance, And Real Estate",1
77,8207,Utilities,2024-07-06 20:28:03.614188,Austin–Round Rock–San Marcos,1570.540131820149,14206.090638748936,375,0 - 250k,Wholesale Trade,0
162,102,Client Expenses,2024-02-11 20:28:03.599673,Chicago–Naperville–Elgin,1779.9202432306365,11157.88642014633,423,250k - 500k,Retail Trade,0
858,5545,Payroll,2024-05-03 20:28:03.609753,Chicago–Naperville–Elgin,6.562258020601286,24887.175288171926,260,1m +,"Finance, Insurance, And Real Estate",1
65,8726,Client Expenses,2024-03-02 20:28:03.614991,Austin–Round Rock–San Marcos,1709.8217807975375,11815.50832868959,215,500k - 1m,Wholesale Trade,0
751,2974,Rent,2024-01-09 20:28:03.605062,Chicago–Naperville–Elgin,581.0188255563779,16782.942513909693,407,0 - 250k,Construction,0
514,4000,Utilities,2024-02-06 20:28:03.606818,New York–Newark–Jersey City,1366.998308932756,20859.831891134072,481,500k - 1m,Construction,1
800,7164,Office Supplies,2022-10-21 20:28:03.612576,Austin–Round Rock–San Marcos,1072.418342136667,39679.394192834356,612,1m +,"Finance, Insurance, And Real Estate",1
194,6413,Rent,2024-05-27 20:28:03.611382,Austin–Round Rock–San Marcos,592.6242768940879,44134.36254912182,408,500k - 1m,Wholesale Trade,0
917,3605,Utilities,2024-06-29 20:28:03.606153,Dallas–Fort Worth–Arlington,1857.0835268547632,9978.404876514007,415,250k - 500k,"Finance, Insurance, And Real Estate",0
155,9016,Utilities,2023-03-01 20:28:03.615435,Chicago–Naperville–Elgin,1357.2477134805567,37355.37042917752,398,250k - 500k,"Finance, Insurance, And Real Estate",1
515,9490,Vendor Payments,2023-05-25 20:28:03.616176,New York–Newark–Jersey City,194.31948691438006,42112.05695378507,468,250k - 500k,Construction,0
49,9651,Rent,2024-01-17 20:28:03.616422,Austin–Round Rock–San Marcos,1626.738972626112,10745.563486864734,65,1m +,"Agriculture, Forestry, And Fishing",0
754,4857,Vendor Payments,2023-01-09 20:28:03.608559,Austin–Round Rock–San Marcos,227.7400052107297,21202.72258519737,46,less than 0,Construction,0
311,2043,Office Supplies,2023-08-30 20:28:03.603305,Los Angeles–Long Beach–Anaheim,1612.7019516108674,20068.48136993636,137,0 - 250k,"Agriculture, Forestry, And Fishing",0
579,4241,Utilities,2022-10-15 20:28:03.607309,Chicago–Naperville–Elgin,1217.3802584007094,44854.34280095773,219,1m +,Retail Trade,1
613,7783,Office Supplies,2024-01-15 20:28:03.613533,New York–Newark–Jersey City,1409.5534582299017,40128.82993728828,182,less than 0,"Agriculture, Forestry, And Fishing",0
710,8070,Payroll,2022-10-23 20:28:03.613979,Chicago–Naperville–Elgin,993.7277114894798,18330.15835562775,303,less than 0,Construction,1
748,2064,Office Supplies,2023-10-22 20:28:03.603341,Chicago–Naperville–Elgin,1543.1403409690672,13981.108482732252,490,1m +,"Finance, Insurance, And Real Estate",1
82,5555,Rent,2024-07-02 20:28:03.609770,Los Angeles–Long Beach–Anaheim,884.2614845407602,8528.467844263221,537,250k - 500k,"Finance, Insurance, And Real Estate",1
113,2283,Payroll,2022-12-22 20:28:03.603768,Chicago–Naperville–Elgin,252.2199626736128,28348.62219833958,38,250k - 500k,"Agriculture, Forestry, And Fishing",0
440,4655,Utilities,2022-12-01 20:28:03.608216,Dallas–Fort Worth–Arlington,1321.6351669196788,23980.7736866937,480,250k - 500k,Construction,0
816,421,Client Expenses,2023-10-27 20:28:03.600373,Chicago–Naperville–Elgin,162.3184982494299,22714.939446048636,513,less than 0,Retail Trade,0
260,8358,Client Expenses,2024-07-05 20:28:03.614420,Austin–Round Rock–San Marcos,1949.7933775112842,2250.8909276566624,280,less than 0,"Agriculture, Forestry, And Fishing",0
745,6392,Office Supplies,2022-10-29 20:28:03.611351,Los Angeles–Long Beach–Anaheim,138.00967840080403,37625.76617296773,489,500k - 1m,"Finance, Insurance, And Real Estate",1
802,4954,Payroll,2023-10-01 20:28:03.608724,New York–Newark–Jersey City,1740.7079986112994,44100.08961073386,450,less than 0,"Agriculture, Forestry, And Fishing",1
271,2410,Client Expenses,2024-03-17 20:28:03.604000,New York–Newark–Jersey City,1709.7554336151636,23471.090102773916,725,250k - 500k,Wholesale Trade,0
598,3706,Client Expenses,2023-12-01 20:28:03.606324,New York–Newark–Jersey City,1236.3370993325825,25788.121176551263,63,250k - 500k,"Finance, Insurance, And Real Estate",0
327,865,Utilities,2023-11-24 20:28:03.601234,Austin–Round Rock–San Marcos,1913.652075498561,11349.49661738805,132,less than 0,Construction,0
567,9461,Office Supplies,2023-07-14 20:28:03.616131,Los Angeles–Long Beach–Anaheim,1476.5040871538467,36156.81110162561,504,less than 0,Construction,0
53,5019,Office Supplies,2023-06-20 20:28:03.608835,Austin–Round Rock–San Marcos,1117.762228204312,21558.236069445586,638,500k - 1m,Wholesale Trade,0
45,4972,Vendor Payments,2023-04-14 20:28:03.608754,Los Angeles–Long Beach–Anaheim,1828.0000740185558,10116.218072091826,478,500k - 1m,"Finance, Insurance, And Real Estate",1
615,2008,Client Expenses,2022-12-18 20:28:03.603212,Chicago–Naperville–Elgin,1309.525057012501,3185.448541915664,686,500k - 1m,Retail Trade,0
302,719,Utilities,2024-01-10 20:28:03.600979,Austin–Round Rock–San Marcos,989.6781356397497,41346.107648419995,116,0 - 250k,"Agriculture, Forestry, And Fishing",0
721,7714,Utilities,2023-07-03 20:28:03.613428,New York–Newark–Jersey City,609.5236024534001,16434.361447340732,414,0 - 250k,"Finance, Insurance, And Real Estate",1
664,8426,Utilities,2024-04-21 20:28:03.614524,Dallas–Fort Worth–Arlington,1665.2851566702686,24917.78906885111,522,250k - 500k,Construction,0
617,9215,Vendor Payments,2023-03-24 20:28:03.615741,Los Angeles–Long Beach–Anaheim,1863.908096707031,22591.175764034855,363,0 - 250k,"Finance, Insurance, And Real Estate",0
852,695,Client Expenses,2024-09-03 20:28:03.600905,Austin–Round Rock–San Marcos,1192.3928934449848,2950.633283652493,709,1m +,Wholesale Trade,1
763,3806,Utilities,2023-04-02 20:28:03.606491,Austin–Round Rock–San Marcos,446.09793664404765,37534.60292877502,563,1m +,Wholesale Trade,1
223,2000,Payroll,2024-06-11 20:28:03.603199,New York–Newark–Jersey City,1924.7606544540781,35086.351700155064,730,1m +,Wholesale Trade,1
887,7515,Utilities,2024-08-01 20:28:03.613124,Los Angeles–Long Beach–Anaheim,1882.7624999540585,13817.20036977737,477,0 - 250k,"Agriculture, Forestry, And Fishing",0
350,1198,Utilities,2023-10-22 20:28:03.601796,Chicago–Naperville–Elgin,490.821184174923,27086.52146669707,123,250k - 500k,Construction,0
965,5686,Payroll,2024-04-11 20:28:03.610143,Austin–Round Rock–San Marcos,659.506184575531,3828.180733245118,329,0 - 250k,"Agriculture, Forestry, And Fishing",0
118,4648,Office Supplies,2023-01-27 20:28:03.608204,Chicago–Naperville–Elgin,422.7332876302263,31692.26789334587,487,less than 0,Retail Trade,0
960,9521,Office Supplies,2023-12-16 20:28:03.616224,Austin–Round Rock–San Marcos,1026.7559665679626,29856.611575428742,591,500k - 1m,"Agriculture, Forestry, And Fishing",0
268,1853,Office Supplies,2022-11-23 20:28:03.602932,Chicago–Naperville–Elgin,1978.7100302550382,28464.323904806708,477,250k - 500k,"Agriculture, Forestry, And Fishing",0
764,925,Utilities,2023-10-20 20:28:03.601335,New York–Newark–Jersey City,564.2232122071953,23551.36214661372,65,500k - 1m,"Agriculture, Forestry, And Fishing",1
172,4638,Office Supplies,2024-01-09 20:28:03.608183,New York–Newark–Jersey City,967.4072166303458,28469.7863068676,92,500k - 1m,Retail Trade,0
908,697,Utilities,2023-10-24 20:28:03.600909,Austin–Round Rock–San Marcos,1218.8158339926094,39148.4535828628,350,less than 0,"Agriculture, Forestry, And Fishing",0
558,9741,Rent,2022-10-14 20:28:03.616560,Los Angeles–Long Beach–Anaheim,1080.6265354152638,11815.080515768273,34,less than 0,"Agriculture, Forestry, And Fishing",0
484,5032,Utilities,2023-08-16 20:28:03.608857,New York–Newark–Jersey City,1245.6002769546194,31168.54892335824,523,500k - 1m,Retail Trade,1
973,7091,Rent,2024-02-02 20:28:03.612465,Austin–Round Rock–San Marcos,704.2957781110335,24255.573125693885,206,1m +,Construction,0
73,8925,Vendor Payments,2023-03-29 20:28:03.615296,Chicago–Naperville–Elgin,1490.7005766250318,45308.29986566651,717,500k - 1m,Retail Trade,0
179,4413,Rent,2023-12-01 20:28:03.607779,Chicago–Naperville–Elgin,324.2187108604029,16046.275087167345,239,500k - 1m,Wholesale Trade,0
915,6061,Vendor Payments,2024-02-11 20:28:03.610832,Chicago–Naperville–Elgin,342.37144680743546,12249.710675038628,615,1m +,"Agriculture, Forestry, And Fishing",1
997,1487,Utilities,2023-05-06 20:28:03.602305,Chicago–Naperville–Elgin,674.08337697629,48163.915853593586,127,250k - 500k,Construction,0
211,6704,Vendor Payments,2024-05-22 20:28:03.611855,Chicago–Naperville–Elgin,539.0129167729656,47574.37358308952,602,less than 0,Wholesale Trade,0
563,443,Rent,2024-05-25 20:28:03.600415,Austin–Round Rock–San Marcos,1001.558981881203,46842.27981422482,22,1m +,Retail Trade,0
483,4225,Client Expenses,2022-10-09 20:28:03.607282,Los Angeles–Long Beach–Anaheim,1215.5554247737953,42452.83760302188,636,250k - 500k,"Finance, Insurance, And Real Estate",1
878,3780,Rent,2023-09-24 20:28:03.606448,Austin–Round Rock–San Marcos,1584.168593147905,18373.315979446907,314,250k - 500k,Wholesale Trade,0
372,6265,Vendor Payments,2023-08-25 20:28:03.611158,Austin–Round Rock–San Marcos,1745.4609681206991,1640.7158311818216,373,500k - 1m,"Agriculture, Forestry, And Fishing",1
445,7476,Payroll,2023-10-20 20:28:03.613064,Austin–Round Rock–San Marcos,329.3698793221869,42292.746117918185,681,0 - 250k,"Agriculture, Forestry, And Fishing",0
241,7726,Vendor Payments,2024-05-07 20:28:03.613446,Dallas–Fort Worth–Arlington,1823.178775345461,1279.5753624751605,580,0 - 250k,"Finance, Insurance, And Real Estate",1
591,5068,Payroll,2023-10-05 20:28:03.608918,Los Angeles–Long Beach–Anaheim,76.40158997835944,20392.115567479123,265,500k - 1m,Wholesale Trade,0
285,1634,Payroll,2023-03-01 20:28:03.602564,New York–Newark–Jersey City,341.80759035305596,20064.727431439984,34,1m +,Retail Trade,1
834,9222,Rent,2023-09-27 20:28:03.615751,Austin–Round Rock–San Marcos,1566.422310758103,19006.80614134994,233,0 - 250k,"Finance, Insurance, And Real Estate",0
828,5120,Office Supplies,2023-09-02 20:28:03.609025,Austin–Round Rock–San Marcos,1274.5712936288799,48378.41409909698,481,500k - 1m,"Agriculture, Forestry, And Fishing",0
596,1382,Utilities,2022-10-16 20:28:03.602126,Chicago–Naperville–Elgin,248.60927362983688,6839.656732416483,476,less than 0,Wholesale Trade,0
988,5495,Vendor Payments,2023-07-22 20:28:03.609668,Chicago–Naperville–Elgin,1180.9826913096092,19326.964606917387,466,0 - 250k,"Finance, Insurance, And Real Estate",1
763,1080,Client Expenses,2023-04-25 20:28:03.601596,Austin–Round Rock–San Marcos,633.1015989552477,33671.79507495926,427,500k - 1m,"Agriculture, Forestry, And Fishing",0
9,7849,Vendor Payments,2022-10-25 20:28:03.613634,Dallas–Fort Worth–Arlington,78.23115760794153,8603.601676663575,293,less than 0,Wholesale Trade,0
64,2460,Rent,2023-04-06 20:28:03.604084,Dallas–Fort Worth–Arlington,1828.9502120180098,23468.024033845573,494,less than 0,Construction,0
381,1759,Rent,2023-03-05 20:28:03.602773,Dallas–Fort Worth–Arlington,316.61906276782025,7092.77629700763,64,1m +,Retail Trade,0
39,5480,Payroll,2024-03-18 20:28:03.609643,New York–Newark–Jersey City,655.6019372842193,38604.17712221539,628,0 - 250k,Retail Trade,1
725,2616,Office Supplies,2023-02-23 20:28:03.604348,New York–Newark–Jersey City,848.875208001787,2997.1604032105415,184,less than 0,Wholesale Trade,0
690,6610,Rent,2023-12-25 20:28:03.611707,Dallas–Fort Worth–Arlington,914.4608114647301,23607.24256910596,677,less than 0,Construction,0
207,8217,Utilities,2023-07-22 20:28:03.614204,Los Angeles–Long Beach–Anaheim,1088.0066475110416,7281.927592005144,424,250k - 500k,Wholesale Trade,0
838,1826,Rent,2024-04-23 20:28:03.602886,Chicago–Naperville–Elgin,1549.4443306291548,26049.197410106277,362,0 - 250k,"Agriculture, Forestry, And Fishing",0
770,8456,Payroll,2023-07-01 20:28:03.614569,Dallas–Fort Worth–Arlington,254.2379380794171,35217.87588100409,83,0 - 250k,"Finance, Insurance, And Real Estate",0
247,6946,Office Supplies,2024-05-15 20:28:03.612243,New York–Newark–Jersey City,1622.159587471347,3666.4456023082826,402,0 - 250k,"Agriculture, Forestry, And Fishing",1
11,2113,Vendor Payments,2023-07-26 20:28:03.603480,Austin–Round Rock–San Marcos,764.5940299219247,29511.090440350446,323,0 - 250k,Construction,0
919,1981,Vendor Payments,2024-08-24 20:28:03.603166,Los Angeles–Long Beach–Anaheim,224.23850032539772,46688.03418939209,60,less than 0,"Agriculture, Forestry, And Fishing",0
117,3789,Payroll,2024-09-18 20:28:03.606463,Los Angeles–Long Beach–Anaheim,463.36193084672914,16184.81757748904,163,500k - 1m,"Finance, Insurance, And Real Estate",1
891,5837,Vendor Payments,2024-07-29 20:28:03.610455,Dallas–Fort Worth–Arlington,1788.983089749583,10987.655943039315,675,500k - 1m,Construction,0
287,3166,Client Expenses,2024-01-02 20:28:03.605388,Chicago–Naperville–Elgin,1079.6870450854046,42185.75253152698,554,0 - 250k,Retail Trade,0
984,7894,Office Supplies,2022-12-17 20:28:03.613702,Dallas–Fort Worth–Arlington,869.6064089700451,20384.842627463473,300,less than 0,"Finance, Insurance, And Real Estate",0
862,2718,Client Expenses,2023-03-20 20:28:03.604519,Los Angeles–Long Beach–Anaheim,1809.5396028439027,48392.52775609825,398,500k - 1m,"Finance, Insurance, And Real Estate",0
294,8538,Utilities,2023-11-22 20:28:03.614695,Chicago–Naperville–Elgin,594.2772391359343,32626.595310842815,192,500k - 1m,Construction,0
198,3994,Vendor Payments,2023-08-27 20:28:03.606808,Austin–Round Rock–San Marcos,1585.0974825864428,28826.505229778093,329,500k - 1m,Retail Trade,0
166,9559,Utilities,2023-01-25 20:28:03.616282,Chicago–Naperville–Elgin,226.43715500385352,25848.155124176898,409,less than 0,Wholesale Trade,0
723,8831,Office Supplies,2023-08-12 20:28:03.615152,Chicago–Naperville–Elgin,1511.5390114744996,11500.916985749587,147,0 - 250k,Construction,0
594,2878,Rent,2024-08-15 20:28:03.604788,Austin–Round Rock–San Marcos,1502.1075824270677,46203.23385165332,286,less than 0,"Finance, Insurance, And Real Estate",1
127,7065,Client Expenses,2024-04-19 20:28:03.612425,Austin–Round Rock–San Marcos,1595.0745211637532,5262.767262302048,389,less than 0,"Finance, Insurance, And Real Estate",1
593,6543,Office Supplies,2024-03-19 20:28:03.611604,New York–Newark–Jersey City,512.9255836124695,32986.196941205104,199,250k - 500k,"Finance, Insurance, And Real Estate",1
904,8630,Client Expenses,2023-02-15 20:28:03.614836,Austin–Round Rock–San Marcos,181.349301225898,4679.389489045271,167,250k - 500k,"Finance, Insurance, And Real Estate",1
10,3030,Utilities,2023-05-27 20:28:03.605159,Dallas–Fort Worth–Arlington,1574.9791372587476,35010.49469281358,600,250k - 500k,Retail Trade,0
964,7365,Client Expenses,2023-04-25 20:28:03.612883,Chicago–Naperville–Elgin,1928.4976820724582,37266.94562215317,411,less than 0,Construction,0
303,1213,Utilities,2023-01-09 20:28:03.601821,Chicago–Naperville–Elgin,388.9644614609207,39708.99824393156,714,1m +,Wholesale Trade,0
565,1040,Payroll,2022-11-14 20:28:03.601529,Dallas–Fort Worth–Arlington,1116.216882433048,16014.250060955494,490,1m +,Retail Trade,0
749,3219,Utilities,2023-05-17 20:28:03.605476,Los Angeles–Long Beach–Anaheim,1408.8636412951907,27621.508348572945,610,500k - 1m,Retail Trade,0
158,8736,Rent,2024-08-20 20:28:03.615007,Los Angeles–Long Beach–Anaheim,472.52081374927377,45805.97917168665,583,250k - 500k,Retail Trade,0
105,4568,Client Expenses,2024-04-18 20:28:03.608063,Dallas–Fort Worth–Arlington,878.9837329562785,44363.666082127944,417,1m +,Retail Trade,0
516,2358,Office Supplies,2024-05-11 20:28:03.603892,Austin–Round Rock–San Marcos,1780.2852869597755,5421.233705785506,616,500k - 1m,"Finance, Insurance, And Real Estate",0
109,4520,Office Supplies,2024-02-29 20:28:03.607981,Dallas–Fort Worth–Arlington,293.0731015781467,1763.9083375503185,149,less than 0,Construction,0
985,7335,Utilities,2023-10-27 20:28:03.612838,Los Angeles–Long Beach–Anaheim,1582.3733744687277,40199.709557192065,726,250k - 500k,"Agriculture, Forestry, And Fishing",0
625,391,Payroll,2022-11-19 20:28:03.600316,Los Angeles–Long Beach–Anaheim,656.1584357943331,25261.22751614976,50,500k - 1m,Retail Trade,1
592,9007,Utilities,2023-10-23 20:28:03.615422,Chicago–Naperville–Elgin,27.575409089101832,26719.41917567966,406,less than 0,"Finance, Insurance, And Real Estate",0
762,7070,Payroll,2023-07-31 20:28:03.612433,New York–Newark–Jersey City,89.80055444034507,27456.549768341483,2,1m +,Wholesale Trade,1
697,9221,Utilities,2024-05-07 20:28:03.615750,Dallas–Fort Worth–Arlington,975.9807411511237,10175.401537897771,359,250k - 500k,Wholesale Trade,0
668,5427,Payroll,2023-03-14 20:28:03.609553,Austin–Round Rock–San Marcos,318.1276812363667,34418.3830759613,337,250k - 500k,Retail Trade,0
399,4851,Rent,2023-01-21 20:28:03.608549,Chicago–Naperville–Elgin,355.27245308859176,4350.586290367131,260,250k - 500k,Wholesale Trade,0
312,3000,Office Supplies,2024-05-12 20:28:03.605108,Chicago–Naperville–Elgin,1449.565313548775,6354.080613664498,668,0 - 250k,Retail Trade,0
757,6516,Office Supplies,2022-12-01 20:28:03.611562,Dallas–Fort Worth–Arlington,1343.030487392772,37182.171705412,240,250k - 500k,Construction,0
863,107,Payroll,2024-07-27 20:28:03.599682,Austin–Round Rock–San Marcos,1791.1234606537553,30385.40836870507,642,less than 0,Retail Trade,1
763,9313,Office Supplies,2024-01-10 20:28:03.615892,New York–Newark–Jersey City,809.7312484351988,22092.266162854783,182,less than 0,Retail Trade,1
746,1771,Office Supplies,2023-07-10 20:28:03.602793,Chicago–Naperville–Elgin,1442.1302146057747,33470.593758357456,66,less than 0,Construction,0
392,9171,Vendor Payments,2023-09-26 20:28:03.615672,Dallas–Fort Worth–Arlington,79.1014586725105,48243.30058005226,279,500k - 1m,"Finance, Insurance, And Real Estate",0
769,4432,Utilities,2023-07-27 20:28:03.607812,Austin–Round Rock–San Marcos,1340.2148986888699,4293.116077001558,37,500k - 1m,"Agriculture, Forestry, And Fishing",0
537,5694,Vendor Payments,2022-11-27 20:28:03.610157,Chicago–Naperville–Elgin,421.16778816528887,3272.125116252694,213,0 - 250k,Wholesale Trade,0
584,4433,Client Expenses,2024-07-14 20:28:03.607814,Austin–Round Rock–San Marcos,979.4385076818999,29895.48376643814,287,250k - 500k,Construction,0
472,9808,Payroll,2023-01-25 20:28:03.616662,Dallas–Fort Worth–Arlington,1507.3917852695085,13482.068065251002,575,500k - 1m,"Agriculture, Forestry, And Fishing",0
678,3251,Payroll,2023-02-02 20:28:03.605531,Dallas–Fort Worth–Arlington,1788.9561111736398,40083.717742468885,37,0 - 250k,Wholesale Trade,0
873,5165,Office Supplies,2023-11-07 20:28:03.609101,Los Angeles–Long Beach–Anaheim,35.38384624229663,43919.38331263231,90,0 - 250k,Wholesale Trade,0
955,433,Payroll,2024-07-17 20:28:03.600396,Austin–Round Rock–San Marcos,504.9385950425591,40093.99759775004,291,500k - 1m,"Finance, Insurance, And Real Estate",0
224,7003,Payroll,2023-12-15 20:28:03.612331,New York–Newark–Jersey City,469.8735538978307,11645.791480048989,281,500k - 1m,Retail Trade,1
923,7273,Utilities,2023-10-21 20:28:03.612743,Austin–Round Rock–San Marcos,139.6739062191392,18796.167872627993,360,250k - 500k,"Finance, Insurance, And Real Estate",0
29,1569,Client Expenses,2023-08-09 20:28:03.602453,Austin–Round Rock–San Marcos,180.9725836991054,44521.58774685414,376,250k - 500k,"Agriculture, Forestry, And Fishing",0
