business_id,transaction_id,trans_time_stamp,trans_amount,avail_credit,account_age,is_Client Expenses,is_Office Supplies,is_Payroll,is_Rent,is_Utilities,is_Vendor Payments,"is_Agriculture, Forestry, And Fishing",is_Construction,"is_Finance, Insurance, And Real Estate",is_Retail Trade,is_Wholesale Trade,metro_encoded,income_encoded,is_fraud
432,4459,2023-08-05 20:28:03.607859,889.29,43322.61,702,0,0,0,1,0,0,1,0,0,0,0,1940,4,0
746,9942,2023-11-15 20:28:03.616870,1752.62,45738.78,53,0,0,0,0,1,0,0,0,0,1,0,1906,0,0
125,7585,2023-12-12 20:28:03.613231,1430.71,16170.56,700,0,0,1,0,0,0,0,1,0,0,0,1873,4,1
245,6340,2024-01-20 20:28:03.611271,997.48,25256.11,294,0,1,0,0,0,0,1,0,0,0,0,1906,1,0
513,618,2023-03-12 20:28:03.600756,809.89,37444.51,629,0,0,0,0,0,1,0,0,1,0,0,1873,3,1
578,218,2023-06-28 20:28:03.599895,843.12,35981.33,385,0,0,0,0,1,0,0,1,0,0,0,1873,0,0
125,561,2024-03-01 20:28:03.600646,106.3,14252.9,306,0,0,0,0,1,0,0,1,0,0,0,1906,1,0
397,2361,2023-12-10 20:28:03.603897,352.28,36608.41,190,0,0,0,1,0,0,0,0,1,0,0,1688,3,1
375,9904,2024-03-10 20:28:03.616811,248.62,23788.81,460,0,0,0,1,0,0,1,0,0,0,0,1688,0,0
450,5896,2023-10-12 20:28:03.610561,1761.53,45756.74,458,0,0,0,0,0,1,0,0,1,0,0,1940,4,0
494,5619,2023-10-07 20:28:03.609879,551.16,22338.18,125,0,0,0,0,1,0,0,0,1,0,0,1964,1,1
242,70,2024-06-21 20:28:03.599612,964.16,46763.44,9,1,0,0,0,0,0,0,1,0,0,0,1940,0,0
221,7832,2023-09-14 20:28:03.613608,1293.18,42318.4,145,0,0,0,1,0,0,1,0,0,0,0,1906,1,0
917,5129,2022-10-24 20:28:03.609040,489.59,47126.46,356,0,0,0,0,1,0,0,1,0,0,0,1964,0,0
237,7565,2023-08-26 20:28:03.613201,1389.71,34664.78,163,0,1,0,0,0,0,0,0,0,0,1,1964,1,0
338,9635,2023-07-23 20:28:03.616398,1908.1,24701.09,153,0,0,1,0,0,0,0,0,0,0,1,1964,1,0
856,4292,2023-02-19 20:28:03.607571,1044.35,6303.05,207,1,0,0,0,0,0,0,0,1,0,0,1964,0,1
247,9133,2023-01-26 20:28:03.615614,1638.83,26951.96,416,0,0,0,0,1,0,0,0,0,1,0,1688,1,0
342,5676,2022-12-20 20:28:03.610125,221.39,12406.25,254,1,0,0,0,0,0,0,1,0,0,0,1964,3,0
970,3055,2024-03-20 20:28:03.605200,1878.14,41228.9,410,0,0,0,1,0,0,0,0,1,0,0,1688,2,1
151,2796,2022-11-03 20:28:03.604650,808.65,19584.66,522,0,0,0,0,0,1,0,0,0,1,0,1964,0,0
514,4588,2024-09-12 20:28:03.608098,1167.16,34480.16,20,0,0,1,0,0,0,0,1,0,0,0,1873,1,0
823,1311,2022-11-08 20:28:03.602005,1867.26,7250.2,375,1,0,0,0,0,0,1,0,0,0,0,1940,0,0
223,3540,2023-12-03 20:28:03.606043,979.77,21772.17,510,0,0,1,0,0,0,0,0,1,0,0,1873,0,0
499,3522,2023-05-14 20:28:03.606013,904.94,18854.59,613,0,0,1,0,0,0,0,1,0,0,0,1906,3,0
835,7631,2024-08-25 20:28:03.613301,1638.93,17183.86,334,0,0,0,0,0,1,0,0,0,0,1,1906,3,0
445,874,2023-03-19 20:28:03.601248,584.36,23335.29,340,0,0,0,0,1,0,0,0,0,0,1,1906,1,0
840,4281,2023-07-12 20:28:03.607512,673.79,21083.8,608,1,0,0,0,0,0,0,1,0,0,0,1688,2,1
895,6255,2023-12-08 20:28:03.611143,445.23,44441.98,165,0,1,0,0,0,0,1,0,0,0,0,1964,3,0
607,7870,2024-04-03 20:28:03.613666,1724.89,12790.84,693,1,0,0,0,0,0,0,1,0,0,0,1940,0,0
37,2207,2022-11-04 20:28:03.603638,1248.12,17584.11,638,0,1,0,0,0,0,1,0,0,0,0,1906,1,0
537,8786,2024-02-26 20:28:03.615084,1007.55,3554.45,260,0,0,0,1,0,0,0,1,0,0,0,1964,4,0
712,8425,2023-01-08 20:28:03.614522,467.18,22773.87,384,0,0,0,0,1,0,0,0,0,0,1,1873,4,0
368,9582,2022-11-01 20:28:03.616317,1367.25,26686.17,325,0,0,1,0,0,0,0,0,0,0,1,1873,1,1
555,4472,2023-08-09 20:28:03.607882,345.46,24200.93,106,0,1,0,0,0,0,0,0,1,0,0,1940,3,1
947,8316,2024-03-07 20:28:03.614355,1038.49,7368.54,172,1,0,0,0,0,0,0,1,0,0,0,1940,1,0
443,1288,2023-02-22 20:28:03.601965,914.64,1691.02,581,1,0,0,0,0,0,0,0,1,0,0,1906,4,1
559,4664,2022-10-08 20:28:03.608232,195.94,49193.65,103,1,0,0,0,0,0,0,1,0,0,0,1964,0,0
460,7309,2023-05-27 20:28:03.612797,1830.05,16163.85,429,0,0,1,0,0,0,0,0,1,0,0,1688,3,1
459,9704,2023-09-29 20:28:03.616503,1187.76,11611.23,453,1,0,0,0,0,0,1,0,0,0,0,1688,4,1
284,452,2022-11-20 20:28:03.600433,436.94,18118.38,620,0,0,0,0,1,0,1,0,0,0,0,1906,3,0
557,2245,2023-04-13 20:28:03.603702,1556.18,21401.56,577,0,1,0,0,0,0,0,1,0,0,0,1964,2,0
629,8780,2024-03-20 20:28:03.615074,244.16,26327.41,441,0,0,0,0,1,0,0,1,0,0,0,1906,4,0
793,7957,2024-05-12 20:28:03.613798,1437.2,9290.12,118,0,0,1,0,0,0,1,0,0,0,0,1940,0,0
467,3489,2023-01-07 20:28:03.605932,28.74,36108.95,131,0,1,0,0,0,0,1,0,0,0,0,1906,0,0
62,2114,2024-07-14 20:28:03.603482,828.49,31467.53,245,1,0,0,0,0,0,0,0,0,0,1,1873,2,0
282,2759,2023-06-23 20:28:03.604588,268.17,34482.7,640,0,0,0,0,0,1,0,0,0,1,0,1906,2,1
47,933,2023-05-18 20:28:03.601348,1117.31,45233.03,577,0,0,1,0,0,0,0,0,0,1,0,1873,3,0
183,2023,2023-07-21 20:28:03.603271,430.89,9471.51,91,0,0,0,1,0,0,1,0,0,0,0,1940,4,0
148,7848,2023-07-23 20:28:03.613632,560.58,36845.1,490,0,0,0,0,0,1,0,1,0,0,0,1873,1,0
256,7678,2022-10-22 20:28:03.613373,1459.3,14756.52,147,0,0,1,0,0,0,0,0,0,1,0,1906,4,0
671,6468,2024-07-30 20:28:03.611488,392.11,35855.89,535,0,0,0,1,0,0,0,0,0,0,1,1964,3,0
551,5706,2023-09-04 20:28:03.610178,1286.32,40566.81,241,0,0,1,0,0,0,0,0,1,0,0,1906,3,1
382,7601,2023-08-04 20:28:03.613255,1621.3,30737.68,117,1,0,0,0,0,0,0,1,0,0,0,1940,0,0
18,496,2023-04-02 20:28:03.600521,863.85,23529.86,54,0,0,0,0,1,0,0,0,0,1,0,1964,0,0
313,2727,2023-04-13 20:28:03.604535,1951.76,26351.46,8,0,0,1,0,0,0,0,1,0,0,0,1906,1,0
755,3722,2024-02-27 20:28:03.606350,1082.1,48914.78,466,0,0,1,0,0,0,0,0,0,0,1,1964,2,0
423,3410,2023-01-13 20:28:03.605798,1897.1,1284.05,0,1,0,0,0,0,0,0,0,0,1,0,1906,4,1
995,3606,2023-08-17 20:28:03.606155,572.93,15908.6,583,0,0,1,0,0,0,0,0,1,0,0,1873,0,1
976,8632,2024-05-06 20:28:03.614839,991.08,32803.97,339,1,0,0,0,0,0,0,0,1,0,0,1906,2,1
457,8363,2024-07-16 20:28:03.614428,148.34,4439.66,412,0,0,0,0,1,0,0,0,0,1,0,1688,1,0
525,6973,2023-11-17 20:28:03.612285,596.93,49954.13,660,0,0,0,0,0,1,0,1,0,0,0,1940,1,0
233,934,2024-07-19 20:28:03.601350,5.5,7324.95,666,0,0,0,1,0,0,0,0,0,1,0,1964,1,0
788,8889,2023-05-20 20:28:03.615242,665.27,41302.79,379,0,0,0,0,1,0,0,1,0,0,0,1873,3,0
639,3931,2023-12-09 20:28:03.606700,442.89,20786.1,542,0,0,1,0,0,0,0,0,1,0,0,1873,3,0
73,4626,2023-01-18 20:28:03.608162,1912.96,46175.43,565,0,0,0,0,1,0,0,1,0,0,0,1906,4,0
928,2500,2024-09-13 20:28:03.604151,1751.1,25430.45,55,0,0,0,0,1,0,0,0,0,0,1,1940,1,0
886,942,2023-11-26 20:28:03.601363,1850.17,10756.7,617,0,0,0,0,0,1,1,0,0,0,0,1873,3,0
420,5683,2023-01-20 20:28:03.610137,148.66,1893.55,26,0,0,0,0,0,1,0,0,0,0,1,1906,1,0
737,4881,2024-02-05 20:28:03.608599,1823.95,40571.49,566,0,0,0,0,0,1,1,0,0,0,0,1964,2,0
195,6560,2022-11-21 20:28:03.611630,1199.02,10657.25,570,1,0,0,0,0,0,0,0,1,0,0,1873,0,0
926,4697,2023-10-29 20:28:03.608288,1799.01,46703.05,536,0,0,0,1,0,0,0,1,0,0,0,1906,2,1
429,3253,2023-11-30 20:28:03.605535,505.35,31505.11,705,0,0,0,0,0,1,0,0,0,1,0,1964,3,0
500,7083,2024-09-20 20:28:03.612452,1131.3,29250.0,288,0,0,0,0,0,1,0,0,1,0,0,1873,0,0
855,9891,2024-04-25 20:28:03.616791,371.86,32228.09,0,0,0,0,0,1,0,1,0,0,0,0,1964,4,0
165,3950,2022-12-21 20:28:03.606732,1520.04,38142.58,349,0,1,0,0,0,0,1,0,0,0,0,1873,0,0
315,7102,2024-09-26 20:28:03.612481,43.61,14415.33,246,0,0,0,0,1,0,0,0,0,1,0,1873,4,0
348,8283,2024-08-30 20:28:03.614305,1605.53,5811.75,310,0,0,0,0,1,0,0,0,0,0,1,1940,4,0
239,1009,2024-04-16 20:28:03.601477,392.62,43335.94,457,0,0,0,0,1,0,1,0,0,0,0,1906,0,0
424,4393,2022-11-19 20:28:03.607745,100.8,22378.19,416,0,0,0,1,0,0,0,0,0,1,0,1964,1,0
434,4695,2023-11-23 20:28:03.608285,882.01,42680.13,648,0,1,0,0,0,0,0,0,1,0,0,1940,1,0
232,3512,2024-02-20 20:28:03.605996,1539.33,36091.68,562,0,0,0,0,0,1,0,0,1,0,0,1964,3,1
487,4822,2022-11-25 20:28:03.608501,1566.96,339.81,665,0,0,0,0,0,1,0,0,0,0,1,1964,3,1
717,1053,2022-12-22 20:28:03.601551,1168.39,22858.75,415,0,0,0,1,0,0,0,1,0,0,0,1906,2,0
694,7448,2024-04-11 20:28:03.613018,1000.14,35430.27,403,0,0,0,1,0,0,0,1,0,0,0,1873,1,0
26,3027,2022-12-19 20:28:03.605154,1618.51,16706.43,130,1,0,0,0,0,0,0,0,0,0,1,1940,2,0
607,718,2024-08-12 20:28:03.600978,808.75,29041.61,441,1,0,0,0,0,0,0,0,0,0,1,1964,1,0
476,1030,2023-11-07 20:28:03.601512,867.24,5054.92,719,0,0,0,0,1,0,0,0,0,1,0,1873,3,0
432,8634,2023-06-18 20:28:03.614842,1901.26,17307.51,591,0,0,0,1,0,0,0,0,0,1,0,1688,2,1
362,5471,2023-10-03 20:28:03.609628,610.52,3943.97,234,1,0,0,0,0,0,0,1,0,0,0,1688,0,1
864,7896,2024-08-25 20:28:03.613705,1007.8,18122.47,673,0,1,0,0,0,0,0,0,1,0,0,1964,1,1
487,9679,2024-03-27 20:28:03.616465,1427.39,19171.28,116,0,0,0,0,0,1,1,0,0,0,0,1940,3,0
217,8985,2023-01-01 20:28:03.615388,642.4,5734.08,429,0,1,0,0,0,0,0,0,0,1,0,1940,0,0
892,9117,2024-05-01 20:28:03.615590,1334.41,10135.35,289,0,1,0,0,0,0,0,1,0,0,0,1873,2,1
414,4959,2023-05-27 20:28:03.608733,1532.6,46768.45,517,1,0,0,0,0,0,0,0,1,0,0,1964,1,1
88,6173,2023-08-23 20:28:03.611019,863.49,29264.2,458,0,0,0,1,0,0,0,1,0,0,0,1940,0,0
43,3328,2024-08-18 20:28:03.605661,443.0,40728.08,343,0,1,0,0,0,0,0,0,1,0,0,1688,1,1
957,8043,2024-04-13 20:28:03.613930,1377.17,21800.42,228,0,0,0,0,1,0,1,0,0,0,0,1964,4,0
748,2068,2023-06-15 20:28:03.603347,1863.6,28379.29,250,0,0,1,0,0,0,0,0,0,1,0,1964,2,0
15,189,2024-08-04 20:28:03.599841,1279.33,13755.38,83,0,0,0,0,0,1,0,1,0,0,0,1688,3,1
396,6547,2023-02-27 20:28:03.611610,904.52,699.32,436,0,1,0,0,0,0,0,0,1,0,0,1873,3,1
222,6563,2024-04-15 20:28:03.611635,183.5,770.27,727,0,0,0,0,0,1,0,0,0,0,1,1940,4,0
55,1890,2024-05-15 20:28:03.603011,808.62,35418.91,5,0,1,0,0,0,0,0,0,1,0,0,1940,3,0
757,6075,2023-05-10 20:28:03.610854,680.98,38919.89,296,0,0,0,1,0,0,0,0,1,0,0,1940,0,0
426,4303,2024-01-09 20:28:03.607591,1279.15,29388.43,315,0,1,0,0,0,0,0,0,0,1,0,1688,2,1
508,5995,2023-11-15 20:28:03.610729,1652.89,17055.13,716,0,0,0,0,0,1,0,0,0,0,1,1873,3,0
289,5901,2024-03-17 20:28:03.610570,744.81,6351.29,119,0,0,0,1,0,0,0,0,0,1,0,1873,2,0
135,155,2024-01-03 20:28:03.599776,771.32,31619.86,467,0,0,1,0,0,0,0,0,1,0,0,1940,1,1
696,3658,2023-12-27 20:28:03.606242,469.75,1296.92,390,0,0,0,1,0,0,1,0,0,0,0,1873,2,0
541,6693,2023-06-03 20:28:03.611838,1781.62,12744.81,330,0,0,0,0,1,0,0,1,0,0,0,1964,4,0
810,4905,2024-08-23 20:28:03.608640,399.26,432.19,212,1,0,0,0,0,0,1,0,0,0,0,1940,3,0
601,7329,2024-09-28 20:28:03.612829,222.05,37813.14,722,1,0,0,0,0,0,1,0,0,0,0,1940,2,0
235,6680,2023-07-04 20:28:03.611819,43.36,6838.9,572,0,0,1,0,0,0,0,0,0,1,0,1964,3,1
884,585,2022-11-14 20:28:03.600692,126.9,25109.85,37,0,0,1,0,0,0,1,0,0,0,0,1964,1,0
776,3136,2023-07-13 20:28:03.605337,318.62,30444.92,502,1,0,0,0,0,0,0,0,1,0,0,1940,2,1
278,9369,2024-03-05 20:28:03.615986,632.21,24086.68,295,0,0,1,0,0,0,1,0,0,0,0,1688,1,1
604,1564,2023-03-07 20:28:03.602444,1402.56,35516.65,214,0,0,0,1,0,0,0,0,1,0,0,1964,4,0
246,7971,2023-06-30 20:28:03.613820,1423.7,29909.62,35,1,0,0,0,0,0,0,0,0,0,1,1688,1,1
646,4268,2023-07-03 20:28:03.607355,1425.51,46047.88,383,0,0,0,0,0,1,0,0,0,0,1,1688,1,0
605,4589,2022-11-04 20:28:03.608099,163.6,39596.63,354,0,0,1,0,0,0,0,0,1,0,0,1906,3,1
748,37,2023-12-23 20:28:03.599547,1684.93,17186.24,292,0,0,0,1,0,0,0,0,1,0,0,1964,0,0
570,5931,2023-06-19 20:28:03.610621,1771.73,30590.91,476,0,0,0,0,0,1,1,0,0,0,0,1688,3,1
695,6710,2023-08-25 20:28:03.611865,1802.84,48996.75,172,0,0,0,0,0,1,0,0,1,0,0,1688,4,1
68,9701,2023-11-27 20:28:03.616499,985.78,39716.59,19,0,1,0,0,0,0,0,1,0,0,0,1940,4,0
829,1174,2023-09-08 20:28:03.601755,1115.75,47288.46,369,1,0,0,0,0,0,0,0,1,0,0,1688,0,1
836,6174,2024-06-19 20:28:03.611021,1145.25,36164.61,625,0,0,0,1,0,0,0,0,1,0,0,1688,2,1
284,3474,2024-03-26 20:28:03.605907,877.0,33698.89,330,0,0,0,0,1,0,0,0,0,1,0,1906,1,0
666,8254,2024-07-02 20:28:03.614261,954.73,46635.04,436,0,0,0,1,0,0,1,0,0,0,0,1964,0,0
134,9025,2023-11-13 20:28:03.615449,606.21,43374.43,718,0,0,0,0,1,0,0,0,1,0,0,1964,2,1
12,9847,2024-04-23 20:28:03.616722,1614.17,48340.82,148,0,0,1,0,0,0,0,0,0,1,0,1964,0,0
747,1138,2024-05-16 20:28:03.601694,1253.46,6586.23,340,0,0,0,0,1,0,0,0,0,1,0,1873,1,0
648,6415,2024-02-07 20:28:03.611385,1407.75,8457.47,193,0,0,0,0,1,0,0,0,0,0,1,1964,4,0
905,5190,2024-01-03 20:28:03.609144,1711.68,30522.73,80,0,0,0,0,0,1,0,1,0,0,0,1940,2,1
951,9339,2022-10-15 20:28:03.615932,1351.54,10534.57,656,0,0,1,0,0,0,0,1,0,0,0,1688,0,1
177,786,2023-10-13 20:28:03.601098,1933.31,34035.61,111,0,0,1,0,0,0,0,0,0,0,1,1964,3,1
44,8424,2024-04-15 20:28:03.614521,665.16,8739.15,593,0,0,0,0,1,0,0,0,0,0,1,1940,3,0
481,8840,2024-09-19 20:28:03.615166,87.2,21892.44,640,0,0,1,0,0,0,0,1,0,0,0,1964,2,1
86,4012,2023-08-13 20:28:03.606838,1631.0,9732.97,496,0,0,0,1,0,0,0,0,0,0,1,1688,4,1
649,8764,2023-12-23 20:28:03.615049,1677.73,25356.18,724,0,0,0,0,1,0,0,0,0,0,1,1906,4,0
712,3138,2024-07-17 20:28:03.605341,1569.76,30744.83,541,0,0,0,0,1,0,1,0,0,0,0,1873,2,1
850,9843,2023-10-01 20:28:03.616716,258.72,35102.16,725,0,0,0,0,1,0,1,0,0,0,0,1688,4,1
157,9678,2024-02-29 20:28:03.616464,1537.3,18675.38,112,0,0,1,0,0,0,0,0,0,0,1,1873,3,1
799,7058,2023-09-09 20:28:03.612414,1471.22,28325.35,584,0,0,0,0,1,0,0,1,0,0,0,1940,3,0
858,880,2023-11-24 20:28:03.601259,1685.25,23822.77,674,1,0,0,0,0,0,0,0,1,0,0,1906,3,0
131,4153,2023-04-05 20:28:03.607095,354.33,19949.02,88,0,0,0,1,0,0,0,0,0,1,0,1906,2,0
338,4203,2024-05-10 20:28:03.607245,263.81,20625.76,38,1,0,0,0,0,0,0,1,0,0,0,1964,0,0
851,7218,2024-03-10 20:28:03.612658,888.49,32410.09,393,0,0,0,0,1,0,0,0,1,0,0,1940,4,1
432,8759,2022-11-16 20:28:03.615042,764.68,2009.95,539,0,0,0,0,1,0,0,0,0,0,1,1873,2,0
162,4141,2024-08-04 20:28:03.607075,383.97,38443.7,473,0,0,0,0,1,0,0,1,0,0,0,1906,2,0
990,2078,2024-03-10 20:28:03.603364,1827.13,24691.58,29,0,0,0,1,0,0,0,1,0,0,0,1873,3,0
615,8745,2024-06-03 20:28:03.615020,846.98,16286.13,298,0,0,0,0,1,0,0,0,0,1,0,1873,2,1
200,9677,2024-03-25 20:28:03.616462,1644.34,26403.83,210,0,0,0,0,1,0,1,0,0,0,0,1873,2,0
902,2747,2022-11-06 20:28:03.604568,1009.23,2163.16,501,0,0,0,0,1,0,0,0,0,1,0,1688,2,1
105,7245,2022-12-11 20:28:03.612700,1534.58,27045.58,150,0,0,0,0,1,0,0,0,0,0,1,1940,0,0
428,2793,2023-09-12 20:28:03.604645,1561.58,27396.73,52,0,0,0,1,0,0,0,0,1,0,0,1940,4,0
538,2353,2023-06-13 20:28:03.603884,721.6,18445.8,409,0,0,1,0,0,0,0,0,0,1,0,1964,4,1
280,1792,2024-07-02 20:28:03.602828,954.48,7106.55,313,0,0,0,1,0,0,0,1,0,0,0,1906,4,0
489,1972,2023-09-15 20:28:03.603151,89.96,45040.56,541,0,0,0,1,0,0,0,0,0,1,0,1688,1,0
779,1011,2023-02-01 20:28:03.601481,801.73,19671.92,127,0,0,0,0,1,0,0,0,1,0,0,1688,3,1
538,6797,2023-06-14 20:28:03.612016,71.42,13664.58,427,0,0,0,0,1,0,0,0,0,1,0,1873,4,0
285,1762,2022-11-05 20:28:03.602778,1940.31,44856.39,204,0,1,0,0,0,0,0,0,0,1,0,1940,1,0
891,6011,2023-03-29 20:28:03.610757,837.23,861.27,567,0,0,0,0,0,1,1,0,0,0,0,1688,3,0
608,5330,2023-04-25 20:28:03.609386,1349.74,37916.6,213,1,0,0,0,0,0,0,1,0,0,0,1906,4,0
764,1097,2023-03-20 20:28:03.601625,743.21,36413.49,347,0,0,0,0,1,0,1,0,0,0,0,1940,0,0
694,6443,2023-06-11 20:28:03.611442,905.03,47726.99,565,0,0,0,0,1,0,0,0,0,1,0,1964,2,0
511,2756,2024-05-20 20:28:03.604583,712.39,1116.88,464,0,0,0,1,0,0,0,1,0,0,0,1688,1,1
504,5708,2024-06-13 20:28:03.610181,227.89,38545.98,342,0,0,0,0,0,1,0,1,0,0,0,1906,0,0
160,3134,2024-08-09 20:28:03.605334,576.09,22628.23,466,0,0,0,0,0,1,0,1,0,0,0,1940,2,1
120,386,2023-11-28 20:28:03.600306,129.48,14160.78,603,1,0,0,0,0,0,0,0,0,0,1,1906,0,0
796,7257,2023-12-01 20:28:03.612718,1852.64,43388.2,207,0,0,0,0,1,0,1,0,0,0,0,1964,4,0
296,6807,2024-06-14 20:28:03.612031,1410.01,6881.4,141,0,0,0,0,1,0,0,1,0,0,0,1688,3,1
350,586,2023-11-20 20:28:03.600694,1959.34,36435.44,44,0,0,0,0,1,0,0,0,0,1,0,1873,3,0
715,8659,2023-11-07 20:28:03.614880,1390.61,27675.09,605,0,0,0,1,0,0,1,0,0,0,0,1906,3,0
357,4606,2023-09-13 20:28:03.608128,1718.93,24945.94,51,0,0,0,0,0,1,0,0,0,1,0,1906,0,0
13,9269,2023-07-28 20:28:03.615825,1853.84,30865.01,129,0,1,0,0,0,0,0,0,0,0,1,1873,3,0
999,8662,2023-11-29 20:28:03.614885,735.88,9265.29,620,0,0,0,1,0,0,0,0,1,0,0,1688,0,1
494,2872,2024-04-06 20:28:03.604778,1542.4,17262.25,487,0,0,0,0,1,0,0,0,0,1,0,1688,2,1
260,3364,2024-06-06 20:28:03.605721,1007.96,14539.48,30,0,0,0,0,0,1,0,1,0,0,0,1906,1,0
232,4406,2023-08-01 20:28:03.607767,804.62,42106.31,525,0,0,0,1,0,0,1,0,0,0,0,1873,1,0
348,8531,2023-09-20 20:28:03.614684,1617.11,32161.55,523,0,0,0,0,1,0,0,0,0,1,0,1906,4,0
718,8069,2023-08-03 20:28:03.613977,543.33,42374.34,162,0,1,0,0,0,0,0,0,0,0,1,1940,0,0
991,6948,2024-03-19 20:28:03.612246,253.59,46528.74,589,0,0,0,1,0,0,0,0,1,0,0,1873,0,1
842,1498,2023-05-31 20:28:03.602323,422.83,44235.05,423,0,1,0,0,0,0,1,0,0,0,0,1906,4,0
896,4209,2022-10-12 20:28:03.607255,1502.33,16526.41,205,0,0,0,0,1,0,1,0,0,0,0,1964,3,0
109,4136,2023-11-11 20:28:03.607066,1761.54,41325.08,224,0,0,0,0,0,1,0,1,0,0,0,1964,2,0
455,2887,2023-08-11 20:28:03.604809,1074.76,7586.66,663,0,0,0,1,0,0,0,0,0,1,0,1906,4,0
552,5598,2023-04-18 20:28:03.609843,178.64,13217.72,188,0,0,0,0,1,0,0,0,0,1,0,1964,1,0
102,8181,2023-12-31 20:28:03.614148,1421.34,12603.8,563,0,1,0,0,0,0,0,0,0,0,1,1940,3,0
614,3151,2023-10-04 20:28:03.605363,284.29,45513.58,430,0,1,0,0,0,0,0,1,0,0,0,1873,3,0
652,3566,2023-12-20 20:28:03.606087,1710.39,28218.78,167,1,0,0,0,0,0,0,0,1,0,0,1906,1,1
725,4181,2024-08-25 20:28:03.607208,123.61,39309.86,182,0,0,0,1,0,0,1,0,0,0,0,1688,1,0
385,3502,2022-11-01 20:28:03.605979,1697.17,9842.06,130,0,1,0,0,0,0,0,0,0,0,1,1873,1,0
350,3529,2023-03-26 20:28:03.606024,1594.63,48577.01,87,0,0,0,1,0,0,0,0,0,1,0,1873,0,0
211,4171,2023-03-01 20:28:03.607191,541.59,35549.73,434,0,1,0,0,0,0,0,0,0,1,0,1964,3,0
612,7526,2023-04-07 20:28:03.613141,997.32,1413.85,234,1,0,0,0,0,0,0,0,0,1,0,1940,2,1
876,5135,2023-06-27 20:28:03.609051,134.35,21650.0,554,0,0,0,1,0,0,1,0,0,0,0,1906,2,1
753,5714,2023-07-31 20:28:03.610191,1445.8,7933.15,472,0,0,1,0,0,0,0,0,1,0,0,1906,3,0
164,5635,2024-05-02 20:28:03.609906,1403.8,33140.33,292,0,0,0,1,0,0,1,0,0,0,0,1906,4,0
993,574,2024-04-12 20:28:03.600671,1300.96,14428.84,359,0,0,0,0,1,0,0,0,0,1,0,1940,0,0
967,9334,2024-02-11 20:28:03.615925,1781.7,32356.82,429,0,0,0,0,0,1,0,0,0,0,1,1906,4,0
79,5318,2024-08-23 20:28:03.609365,48.44,30852.56,244,0,0,0,1,0,0,0,0,0,0,1,1964,4,0
922,6060,2022-10-31 20:28:03.610831,1078.32,37668.15,404,0,0,0,0,1,0,0,1,0,0,0,1688,0,1
247,9624,2023-06-11 20:28:03.616381,961.99,30237.4,324,0,0,1,0,0,0,0,0,1,0,0,1940,1,1
414,6016,2022-10-31 20:28:03.610764,26.99,25604.85,657,0,0,1,0,0,0,0,0,0,0,1,1940,2,0
440,2109,2023-09-22 20:28:03.603471,784.14,41067.99,406,0,1,0,0,0,0,0,0,0,1,0,1688,4,1
558,5617,2023-04-23 20:28:03.609876,1058.73,46606.98,80,0,0,0,0,0,1,1,0,0,0,0,1688,2,1
303,8753,2024-05-29 20:28:03.615032,866.51,47222.38,339,0,1,0,0,0,0,1,0,0,0,0,1688,3,0
640,6811,2023-09-03 20:28:03.612037,1609.22,36757.13,691,0,0,1,0,0,0,1,0,0,0,0,1964,0,0
174,4397,2023-10-16 20:28:03.607751,1499.83,843.4,129,0,0,0,0,1,0,0,0,0,0,1,1873,1,1
21,9048,2023-05-13 20:28:03.615484,998.48,31986.9,413,0,0,0,0,1,0,1,0,0,0,0,1940,2,1
947,4301,2024-09-12 20:28:03.607587,1037.67,28164.97,356,0,0,0,0,0,1,0,0,0,0,1,1940,0,0
675,3268,2024-01-28 20:28:03.605560,443.55,12912.88,19,0,1,0,0,0,0,0,0,0,1,0,1964,2,0
597,7708,2024-06-10 20:28:03.613418,1637.95,24333.46,91,0,0,0,0,0,1,1,0,0,0,0,1873,0,0
500,1742,2023-10-09 20:28:03.602744,191.08,30185.44,324,0,0,0,0,1,0,0,1,0,0,0,1873,4,0
116,6425,2023-10-02 20:28:03.611400,502.63,34750.49,137,0,0,0,1,0,0,0,0,1,0,0,1688,0,1
160,3573,2023-12-11 20:28:03.606099,1895.79,43217.48,149,1,0,0,0,0,0,0,0,0,0,1,1906,2,0
428,5099,2023-06-29 20:28:03.608989,1126.01,22810.54,330,0,0,0,1,0,0,0,0,1,0,0,1688,2,1
974,5001,2023-06-10 20:28:03.608804,12.14,10998.5,145,0,1,0,0,0,0,0,0,0,1,0,1873,4,0
687,9962,2023-03-16 20:28:03.616901,1362.0,24001.8,140,0,1,0,0,0,0,0,0,1,0,0,1964,0,0
386,8008,2024-06-25 20:28:03.613877,138.58,15957.72,242,0,0,0,0,1,0,0,0,1,0,0,1873,4,0
959,7416,2024-06-29 20:28:03.612969,556.67,44278.08,73,0,0,0,0,1,0,1,0,0,0,0,1964,2,0
872,7372,2023-12-30 20:28:03.612894,64.38,27018.24,452,0,1,0,0,0,0,0,1,0,0,0,1906,4,0
854,555,2023-11-29 20:28:03.600635,1690.77,1441.76,464,0,0,1,0,0,0,0,1,0,0,0,1964,3,1
456,3204,2023-08-06 20:28:03.605451,1898.17,4350.23,32,0,0,1,0,0,0,1,0,0,0,0,1964,4,1
767,5723,2023-04-07 20:28:03.610207,1218.12,34385.46,597,0,0,0,0,0,1,0,0,0,0,1,1906,0,0
